Sample,ROI,Amplitude_mean,Amplitude_std,APD50_s_mean,APD50_s_std,APD90_s_mean,APD90_s_std,APD50_90_Ratio_mean,APD50_90_Ratio_std,Upstroke_Time_s_mean,Upstroke_Time_s_std,Repolarization_Time_s_mean,Repolarization_Time_s_std
SUPH222P_PostISO001,#4 (Mono - Tx Red),0.010775924,0.005175982,0.3922,0.1951133,0.6986,0.076343304,0.545346124,0.195180757,0.088,0.0083666,5.094,2.672810319
SUPH222P_PostISO001,#5 (Mono - Tx Red),0.014142144,0.000594401,0.30525,0.060029854,0.6055,0.157882868,0.514570922,0.05969679,0.095,0.019148542,4.20575,2.61215012
SUPH222P_PostISO001,#6 (Mono - Tx Red),0.008992317,0.000324503,0.3344,0.017213367,0.7866,0.058449123,0.425944296,0.018620873,0.108,0.019235384,7.3956,2.284751146
SUPH222P_PostISO001,#7 (Mono - Tx Red),0.009332964,0.001152294,0.252,0.037517996,0.327,0.038543482,0.77180064,0.080368848,0.08,0.010954451,5.144,3.647496127
SUPH222P_PostISO001,#8 (Mono - Tx Red),0.010146782,0.00038283,0.3164,0.030484422,0.6026,0.13866254,0.555190259,0.173764939,0.108,0.023874673,5.4002,2.963950523
SUPH222P_PostISO001,#9 (Mono - Tx Red),0.013208624,0.002107049,0.262875,0.044072789,0.326625,0.056279754,0.80712377,0.050631328,0.095125,0.023515572,6.727625,2.176335185
SUPH222P_PostISO001,#10 (Mono - Tx Red),0.010973811,0.000382155,0.311833333,0.066303595,0.652166667,0.04430538,0.475570271,0.082729955,0.105,0.038340579,5.349166667,3.321816576
SUPH222P_PostISO002,#1 (Mono - Tx Red),0.012593228,0.000696327,0.270333333,0.018980692,0.345333333,0.026043553,0.784341838,0.048512326,0.078333333,0.018348479,4.917,2.160770233
SUPH222P_PostISO002,#2 (Mono - Tx Red),0.017095019,0.000773671,0.306833333,0.010400321,0.762166667,0.028617594,0.403207639,0.023814653,0.09,0.008944272,4.7535,2.76222814
SUPH222P_PostISO002,#3 (Mono - Tx Red),0.007716425,0.004332966,0.41,0.207042669,0.773,0.106248137,0.540286434,0.291039833,0.08,0.016329932,6.84275,3.617145502
SUPH222P_PostISO002,#4 (Mono - Tx Red),0.013202348,0.001062237,0.297,0.016297239,0.707333333,0.085488401,0.42269986,0.030369076,0.071833333,0.011669047,5.8795,2.802906474
SUPH222P_PostISO002,#5 (Mono - Tx Red),0.01686629,0.000761852,0.318666667,0.034384105,0.760666667,0.103326021,0.423992929,0.063353024,0.105,0.03391165,6.071333333,1.885985861
SUPH222P_PostISO002,#6 (Mono - Tx Red),0.009665621,0.001447601,0.266,0.016733201,0.33,0.023452079,0.806790478,0.025499817,0.078,0.0083666,5.448,2.785752861
SUPH222P_PostISO002,#7 (Mono - Tx Red),0.008820493,0.000389374,0.271833333,0.015879757,0.3435,0.023355941,0.792204499,0.030070773,0.085,0.018708287,3.816166667,3.365215441
SUPH222P_PostISO002,#8 (Mono - Tx Red),0.011821833,0.000274609,0.325,0.005773503,0.6675,0.041932485,0.488435195,0.03358237,0.095,0.017320508,4.986,2.899851605
SUPH222P_PostISO002,#9 (Mono - Tx Red),0.014235464,0.001712914,0.352,0.03291808,0.719,0.029113571,0.490340702,0.050288906,0.11,0.025298221,5.032166667,2.886934805
SUPH222P_PostISO002,#10 (Mono - Tx Red),0.012092613,0.000517594,0.221333333,0.028253318,0.295777778,0.028986108,0.746874121,0.035271916,0.093333333,0.026457513,5.111666667,2.731572899
SUPH222P_PostISO003,#1 (Mono - Tx Red),0.0161517,0.00094673,0.2804,0.01898157,0.6766,0.019654516,0.41437388,0.023958074,0.0904,0.010014989,3.959,2.070245758
SUPH222P_PostISO003,#2 (Mono - Tx Red),0.01176618,0.001057788,0.246666667,0.012110601,0.3435,0.042349734,0.724827363,0.070807858,0.09,0.014142136,4.5285,3.079881475
SUPH222P_PostISO003,#3 (Mono - Tx Red),0.019058589,0.001453984,0.241222222,0.021117397,0.311333333,0.042523523,0.78043557,0.055810077,0.075666667,0.016926311,5.372888889,2.751447912
SUPH222P_PostISO003,#4 (Mono - Tx Red),0.016484997,0.001855253,0.265125,0.041180569,0.339125,0.055519462,0.784799481,0.055103932,0.092625,0.037427788,4.105625,2.83285817
SUPH222P_PostISO003,#5 (Mono - Tx Red),0.012108643,0.000536008,0.24,0.024494897,0.29375,0.041726148,0.820963,0.040708128,0.08,0.02,4.21425,2.972934181
SUPH222P_PostISO003,#6 (Mono - Tx Red),0.010333871,0.001457649,0.25,0.032863353,0.325333333,0.063136888,0.77696405,0.066111973,0.088333333,0.031251667,4.662,3.351668659
SUPH222P_PostISO003,#7 (Mono - Tx Red),0.013637555,0.001173092,0.253,0.022941956,0.337428571,0.054184429,0.759239666,0.076295399,0.078714286,0.01465963,4.477714286,3.509097401
SUPH222P_PostISO003,#8 (Mono - Tx Red),0.020311358,0.00124663,0.274714286,0.030406766,0.378857143,0.04931676,0.727800091,0.037851295,0.097428571,0.019814617,5.304,2.999201783
SUPH222P_PostISO003,#9 (Mono - Tx Red),0.016882405,0.000651101,0.3724,0.137743602,0.7286,0.055886492,0.509840061,0.185323747,0.096,0.035071356,4.0592,2.308341548
SUPH222P_PostISO003,#10 (Mono - Tx Red),0.009922506,0.000821002,0.2435,0.008093207,0.318666667,0.014361987,0.765369543,0.041412786,0.0835,0.015016657,3.329166667,2.783111095
SUPH222P_PostISO004,#1 (Mono - Tx Red),0.011002284,0.000538737,0.193444444,0.027509594,0.279,0.022671568,0.691090884,0.050805137,0.091222222,0.020998677,5.078222222,3.211694404
SUPH222P_PostISO004,#2 (Mono - Tx Red),0.013758934,0.000497171,0.276833333,0.026003205,0.386833333,0.039448278,0.717669648,0.050394885,0.101833333,0.021544528,5.967833333,2.594732003
SUPH222P_PostISO004,#3 (Mono - Tx Red),0.011843845,0.000756514,0.23025,0.016337584,0.28275,0.012257651,0.814290107,0.044717899,0.0775,0.017078251,5.727,4.308990678
SUPH222P_PostISO004,#4 (Mono - Tx Red),0.014111091,0.003052511,0.290375,0.040074707,0.718,0.152985527,0.414203458,0.067377924,0.12875,0.043239367,5.472875,2.724896823
SUPH222P_PostISO004,#5 (Mono - Tx Red),0.010726094,0.003132946,0.266545455,0.050210285,0.338545455,0.039699782,0.786279252,0.086893196,0.084545455,0.012933396,5.483363636,2.876710666
SUPH222P_PostISO004,#6 (Mono - Tx Red),0.011082546,0.000299059,0.142857143,0.016035675,0.207142857,0.013801311,0.688465234,0.042302921,0.071428571,0.013451854,5.762857143,3.25257203
SUPH222P_PostISO004,#7 (Mono - Tx Red),0.010335677,0.000203901,0.230333333,0.022096757,0.3105,0.034238867,0.750104933,0.114542492,0.080166667,0.012496666,4.934,2.669930336
SUPH222P_PostISO004,#8 (Mono - Tx Red),0.004100852,0.000586054,0.533666667,0.046479386,0.553666667,0.047437678,0.963879803,0.017002468,0.08,0.01,6.555,1.997018778
SUPH222P_PostISO004,#9 (Mono - Tx Red),0.008428852,0.004600217,0.493,0.193033676,0.6555,0.05893782,0.73908976,0.234206686,0.1,0.024494897,5.169,3.863896393
SUPH222P_PostISO004,#10 (Mono - Tx Red),0.00923982,0.000737967,0.268857143,0.024058461,0.695,0.040062451,0.387085923,0.030044729,0.078714286,0.016580252,5.244142857,3.030747126
SUPH222P_PostISO005,#1 (Mono - Tx Red),0.013778211,0.004741186,0.211571429,0.041319314,0.277428571,0.021196361,0.758240964,0.093967208,0.08,0.012793227,6.106285714,2.788990123
SUPH222P_PostISO005,#2 (Mono - Tx Red),0.017592994,0.001262788,0.244,0.017784423,0.29775,0.024440891,0.820706475,0.037992732,0.077625,0.019182861,5.043875,2.914513311
SUPH222P_PostISO005,#3 (Mono - Tx Red),0.019267027,0.00179012,0.238454545,0.045909397,0.339363636,0.041059159,0.704610592,0.124380297,0.100090909,0.027965888,4.543454545,2.395874678
SUPH222P_PostISO005,#4 (Mono - Tx Red),0.002350084,0.000366497,0.1925,0.060759087,0.32525,0.012526638,0.591254689,0.187220102,0.0925,0.018929694,5.189,2.755629995
SUPH222P_PostISO005,#5 (Mono - Tx Red),0.009698087,0.000207951,0.286833333,0.023155273,0.660333333,0.038422216,0.433937666,0.011918561,0.093333333,0.018618987,5.519166667,3.318414406
SUPH222P_PostISO005,#6 (Mono - Tx Red),0.01651713,0.000793311,0.235,0.013784049,0.281666667,0.013291601,0.834245926,0.027802241,0.076666667,0.008164966,5.168833333,3.187192082
SUPH222P_PostISO005,#7 (Mono - Tx Red),0.009286331,0.000667415,0.2322,0.023112767,0.2842,0.032912004,0.820114763,0.05861599,0.0862,0.022297982,4.1932,3.970309774
SUPH222P_PostISO005,#8 (Mono - Tx Red),0.015240561,0.001224661,0.233875,0.010561892,0.305125,0.034165302,0.772835886,0.070029701,0.08,0.017728105,4.045625,3.127189653
SUPH222P_PostISO005,#9 (Mono - Tx Red),0.013925176,0.000357586,0.251375,0.01447103,0.328875,0.021081051,0.765514047,0.039215596,0.08125,0.017268882,4.94875,2.898928164
SUPH222P_PostISO005,#10 (Mono - Tx Red),0.011320354,0.000113396,0.316833333,0.054664126,0.7155,0.068762635,0.441167692,0.054362924,0.130166667,0.029328598,4.748666667,3.078483306
SUPH222P_PostISO006,#1 (Mono - Tx Red),0.015231361,0.001150399,0.270428571,0.028814679,0.410571429,0.095482733,0.680556399,0.124774835,0.098571429,0.024102954,6.828285714,2.820261673
SUPH222P_PostISO006,#2 (Mono - Tx Red),0.008040786,0.000987263,0.245888889,0.027728345,0.319333333,0.045716518,0.776388211,0.072621917,0.086666667,0.015,5.034,3.149257174
SUPH222P_PostISO006,#3 (Mono - Tx Red),0.01135915,0.001178909,0.25025,0.020147669,0.32025,0.035859846,0.784967129,0.05000953,0.085,0.02,6.11975,3.237687479
SUPH222P_PostISO006,#4 (Mono - Tx Red),0.01352371,0.004045141,0.336888889,0.135754783,0.706222222,0.133040199,0.480170601,0.156407469,0.093333333,0.025980762,5.614444444,3.570774185
SUPH222P_PostISO006,#5 (Mono - Tx Red),0.011993556,0.000558791,0.111428571,0.01069045,0.134285714,0.015118579,0.832554945,0.055994687,0.071428571,0.01069045,4.859428571,2.564177377
SUPH222P_PostISO006,#6 (Mono - Tx Red),0.01165444,0.000862571,0.2571,0.03265459,0.3181,0.050535906,0.813171889,0.050700563,0.094,0.018378732,5.4571,2.612123804
SUPH222P_PostISO006,#7 (Mono - Tx Red),0.007589253,0.003467606,0.2242,0.065446161,0.3164,0.042945314,0.696064208,0.146573125,0.078,0.013038405,6.1848,3.41219888
SUPH222P_PostISO006,#8 (Mono - Tx Red),0.013507296,0.001532265,0.836875,0.0566277,0.93325,0.052483331,0.896275057,0.019533568,0.193875,0.020910951,5.294125,2.898559072
SUPH222P_PostISO006,#9 (Mono - Tx Red),0.016412288,0.002123577,0.242,0.026974062,0.303666667,0.051032016,0.802769664,0.045030924,0.095,0.012247449,7.420666667,2.063940955
SUPH222P_PostISO006,#10 (Mono - Tx Red),0.018098155,0.002228597,0.307285714,0.026170685,0.647571429,0.031309515,0.474373485,0.030049502,0.088571429,0.008997354,5.377,2.562819541
SUPH222P_PreISO,#1 (Mono - Tx Red),0.016486178,0.000858993,0.59,0.173925271,0.8948,0.005674504,0.659209167,0.193451952,0.214,0.056833089,5.7066,3.562264701
SUPH222P_PreISO,#2 (Mono - Tx Red),0.007414496,0.002255119,0.790666667,0.051384174,0.840333333,0.043821608,0.941386205,0.050292713,0.156666667,0.005773503,6.925,4.376223486
SUPH222P_PreISO,#3 (Mono - Tx Red),0.020782846,0.001378533,0.730428571,0.081160042,0.843571429,0.080390416,0.864594487,0.022977397,0.224428571,0.080874094,6.781,2.403995702
SUPH222P_PreISO,#4 (Mono - Tx Red),0.028166664,0.000846825,0.304571429,0.021508581,0.461714286,0.038430519,0.660911914,0.033071078,0.091428571,0.027945525,6.922285714,2.154182886
SUPH222P_PreISO,#5 (Mono - Tx Red),0.010876011,0.000505961,0.72175,0.014829989,0.805625,0.029061204,0.896558575,0.026044191,0.16375,0.023867192,5.678125,2.824787347
SUPH222P_PreISO,#6 (Mono - Tx Red),0.010729049,,0.271,,0.471,,0.57537155,,0.061,,1.071,
SUPH222P_PreISO,#7 (Mono - Tx Red),0.009629938,0.000857766,0.6964,0.103437421,0.7444,0.112077206,0.935958177,0.013421215,0.152,0.084675853,4.8936,3.396707494
SUPH222P_PreISO,#8 (Mono - Tx Red),0.011331024,0.000849223,0.43775,0.084064955,0.50025,0.082746098,0.872517741,0.022665796,0.0925,0.023629078,4.6635,3.105055931
SUPH222P_PreISO,#9 (Mono - Tx Red),0.011280737,0.012733108,0.613666667,0.15575729,0.761,0.207846097,0.811589372,0.054102562,0.103333333,0.02081666,5.744666667,3.476831364
SUPH222P_PreISO,#10 (Mono - Tx Red),0.041038125,0.007778839,0.4905,0.055199638,0.603,0.015340578,0.812084069,0.073072458,0.11525,0.032816408,5.08625,3.654235111
SUPH222P_PreISO001,#1 (Mono - Tx Red),0.01726869,0.006014254,0.367111111,0.103143643,0.460444444,0.066990878,0.782171811,0.182678059,0.085777778,0.020498645,4.342222222,2.890224419
SUPH222P_PreISO001,#2 (Mono - Tx Red),0.009147774,0.006580869,0.292,0.070851958,0.6004,0.171538042,0.538864323,0.235461245,0.082,0.016431677,3.2184,2.538701105
SUPH222P_PreISO001,#3 (Mono - Tx Red),0.016435111,0.001111127,0.386,0.034205263,0.593777778,0.135801121,0.67529583,0.138892073,0.069,0.009165151,4.541111111,2.772915543
SUPH222P_PreISO001,#4 (Mono - Tx Red),0.019257993,0.001699365,0.3855,0.044725086,0.483,0.026745716,0.796495361,0.052160374,0.08525,0.0055,5.932,3.787154341
SUPH222P_PreISO001,#5 (Mono - Tx Red),0.013252416,0.000820048,0.38275,0.048341666,0.49775,0.055077975,0.772095068,0.091629909,0.0975,0.009574271,3.4375,3.506011076
SUPH222P_PreISO001,#6 (Mono - Tx Red),0.010023594,0.000252451,0.40025,0.01789553,0.51525,0.06544909,0.786654006,0.108952364,0.10775,0.026462237,6.40225,3.531732849
SUPH222P_PreISO001,#7 (Mono - Tx Red),0.011373042,0.000780722,0.346666667,0.047258156,0.486666667,0.117189306,0.723387097,0.068889096,0.113333333,0.046188022,3.419,4.289074143
SUPH222P_PreISO001,#8 (Mono - Tx Red),0.012787634,0.00868419,0.5,0.200748599,0.59,0.155241747,0.832803901,0.133818884,0.07,3.71604E-16,3.482333333,4.328287229
SUPH222P_PreISO001,#9 (Mono - Tx Red),0.007175551,0.005530297,0.6686,0.122201882,0.7206,0.112961498,0.925000013,0.030877028,0.088,0.034205263,4.8398,2.412425481
SUPH222P_PreISO001,#10 (Mono - Tx Red),0.009951063,0.000206816,0.4104,0.016288032,0.4904,0.050003,0.842319271,0.07195033,0.1042,0.018253767,4.2212,3.651191477
SUPH222P_PreISO002,#1 (Mono - Tx Red),0.014904568,0.000545338,0.42,0.014142136,0.4775,0.012583057,0.879487393,0.011394817,0.11,0.021602469,6.44725,2.215667601
SUPH222P_PreISO002,#2 (Mono - Tx Red),0.018976167,0.000757537,0.395,0.01,0.4675,0.017078251,0.845591551,0.032359831,0.085,0.005773503,6.1495,3.284321391
SUPH222P_PreISO002,#3 (Mono - Tx Red),0.018992586,0.000559549,0.376666667,0.005773503,0.436666667,0.011547005,0.86287683,0.019748996,0.09,2.57395E-16,4.756666667,3.889875362
SUPH222P_PreISO002,#4 (Mono - Tx Red),0.020232921,0.000429801,0.43775,0.017519037,0.568,0.017568912,0.770918636,0.029336754,0.1125,0.015,3.1575,1.98272918
SUPH222P_PreISO002,#5 (Mono - Tx Red),0.015540138,,0.39,,0.45,,0.866666667,,0.09,,1.921,
SUPH222P_PreISO002,#6 (Mono - Tx Red),0.009905191,0.00429077,0.350166667,0.033825533,0.4135,0.035404802,0.847028805,0.040563696,0.100166667,0.028568631,6.658333333,1.775042722
SUPH222P_PreISO002,#7 (Mono - Tx Red),0.013630873,0.000398552,0.3942,0.030873937,0.4582,0.038745322,0.860671232,0.009318195,0.092,0.033466401,6.0004,1.929701091
SUPH222P_PreISO002,#8 (Mono - Tx Red),0.01150215,0.000570678,0.328,0.092574294,0.6486,0.11995124,0.504202488,0.090419054,0.088,0.027748874,5.6324,3.003081134
SUPH222P_PreISO002,#9 (Mono - Tx Red),0.019483227,0.004927665,0.304777778,0.018899588,0.351555556,0.012952906,0.866347518,0.02777788,0.118,0.039284221,5.470888889,2.830601767
SUPH222P_PreISO002,#10 (Mono - Tx Red),0.013302485,0.000657667,0.3555,0.007778175,0.4305,0.014849242,0.825963719,0.010422209,0.1455,0.02192031,4.6785,2.130512732
SUPH222P_PreISO003,#1 (Mono - Tx Red),0.012859979,0.00107744,0.417,0.029444864,0.670666667,0.026652079,0.623151451,0.062851113,0.096666667,0.032145503,3.956333333,3.951975498
SUPH222P_PreISO003,#2 (Mono - Tx Red),0.02320432,0.008823282,0.34275,0.098460652,0.45025,0.041544296,0.749031266,0.194215233,0.155125,0.041766143,5.166375,3.12035277
SUPH222P_PreISO003,#3 (Mono - Tx Red),0.010531397,0.000264762,0.40775,0.0245,0.57025,0.083707327,0.722718135,0.074014995,0.095,0.019148542,5.16125,3.311258811
SUPH222P_PreISO003,#4 (Mono - Tx Red),0.018997439,0.00378271,0.4044,0.11075333,0.6144,0.089923857,0.648034971,0.120011267,0.118,0.067970582,5.0658,2.497520611
SUPH222P_PreISO003,#5 (Mono - Tx Red),0.013968265,0.000742114,0.398,0.072249567,0.544,0.127003937,0.74304714,0.110726544,0.114,0.048270074,6.4086,2.70619166
SUPH222P_PreISO003,#6 (Mono - Tx Red),0.018979668,0.001496123,0.453666667,0.011846237,0.687,0.020420578,0.661074392,0.03620279,0.170333333,0.029501412,5.977666667,2.253413485
SUPH222P_PreISO003,#7 (Mono - Tx Red),0.00898834,0.000222734,0.3882,0.04296743,0.4882,0.048022911,0.796412523,0.068077552,0.088,0.024899799,6.1406,2.658362334
SUPH222P_PreISO003,#8 (Mono - Tx Red),0.009675665,0.004418705,0.483333333,0.075055535,0.637,0.149823229,0.769395644,0.093292772,0.063333333,0.005773503,6.238,3.813893417
SUPH222P_PreISO003,#9 (Mono - Tx Red),0.009235816,0.001948622,0.40025,0.100831129,0.653,0.07184706,0.618416218,0.181002378,0.1025,0.046457866,6.90775,2.7547062
SUPH222P_PreISO003,#10 (Mono - Tx Red),0.013002082,0.001165764,0.4422,0.106837259,0.6046,0.135237938,0.73084807,0.051246041,0.1,0.03082207,4.7318,2.44468049
SUPH222P_PreISO004,#1 (Mono - Tx Red),0.005638986,0.000839715,0.81825,0.158167369,0.85575,0.169401643,0.956709965,0.014253877,0.11775,0.045463355,3.773,1.395313824
SUPH222P_PreISO004,#2 (Mono - Tx Red),0.003537662,,1.741,,1.771,,0.983060418,,0.07,,8.346,
SUPH222P_PreISO004,#3 (Mono - Tx Red),0.019695022,0.00619597,0.476,0.007071068,0.596,0.021213203,0.79895265,0.016572613,0.1155,0.064346717,6.9605,0.757311363
SUPH222P_PreISO004,#4 (Mono - Tx Red),0.017268985,0.000674748,0.3726,0.008203658,0.4406,0.015662056,0.846118768,0.020053377,0.0782,0.013084342,5.8846,2.799341762
SUPH222P_PreISO004,#5 (Mono - Tx Red),0.037099173,0.000661055,0.3755,0.031628047,0.44825,0.035169826,0.837420826,0.008541097,0.09,0.018257419,3.458,2.747061096
SUPH222P_PreISO004,#6 (Mono - Tx Red),0.007994103,0.004803786,0.436666667,0.165025251,0.523333333,0.133166562,0.817666273,0.098647558,0.11,0.043588989,6.388,2.667588986
SUPH222P_PreISO004,#7 (Mono - Tx Red),0.006741276,0.002735567,0.35,0.083186537,0.460166667,0.069743578,0.755027483,0.13112896,0.08,0.016733201,5.0805,3.166488639
SUPH222P_PreISO004,#8 (Mono - Tx Red),0.027881194,0.006468542,0.602142857,0.151488645,0.703571429,0.142779384,0.849773966,0.039023652,0.153142857,0.103225366,5.132571429,2.966586526
SUPH222P_PreISO004,#9 (Mono - Tx Red),0.013341445,0.00076235,0.336888889,0.025726661,0.876333333,0.081060163,0.386844163,0.039656568,0.190222222,0.033543918,5.274111111,2.825883775
SUPH222P_PreISO004,#10 (Mono - Tx Red),0.018791833,0.001573476,0.474666667,0.032144206,0.951666667,0.091528684,0.500857935,0.035096365,0.281222222,0.016153775,5.195,2.822603497
SUPH222P_PreISO005,#1 (Mono - Tx Red),0.011861516,0.001295328,0.388,0.025729361,0.5655,0.076683332,0.69123978,0.052901676,0.09025,0.022808989,4.6385,3.138083332
SUPH222P_PreISO005,#2 (Mono - Tx Red),0.013630996,0.000154614,0.3886,0.017558474,0.5106,0.023351659,0.762042963,0.043512118,0.092,0.016431677,4.8618,4.300415178
SUPH222P_PreISO005,#3 (Mono - Tx Red),0.013033946,0.000615594,0.3986,0.032454584,0.4948,0.023920702,0.804527208,0.027769105,0.1046,0.028271894,5.02,2.67912859
SUPH222P_PreISO005,#4 (Mono - Tx Red),0.014877783,0.000385061,0.4404,0.04347758,0.6526,0.03784574,0.674387053,0.048067237,0.1282,0.045179641,5.228,3.647013573
SUPH222P_PreISO005,#5 (Mono - Tx Red),0.012739508,0.000337215,0.376666667,0.015275252,0.62,0.045825757,0.608794714,0.029289041,0.076666667,0.011547005,3.972666667,2.784019456
SUPH222P_PreISO005,#6 (Mono - Tx Red),0.01288981,0.000207668,0.37525,0.019414342,0.65075,0.058025138,0.578288019,0.028235233,0.1025,0.009574271,4.78625,2.70603466
SUPH222P_PreISO005,#7 (Mono - Tx Red),0.011971027,0.000204135,0.394,0.020420578,0.547333333,0.011846237,0.720599432,0.052124608,0.107,0.015716234,5.954666667,4.422906322
SUPH222P_PreISO005,#8 (Mono - Tx Red),0.012265848,0.000365719,0.37275,0.01414971,0.553,0.064444882,0.680589857,0.067532052,0.086375,0.020269171,6.4575,2.489950602
SUPH222P_PreISO005,#9 (Mono - Tx Red),0.012912871,0.000404594,0.3902,0.037218275,0.5584,0.068281037,0.709924078,0.127757742,0.0982,0.033484325,6.3448,3.766879305
SUPH222P_PreISO005,#10 (Mono - Tx Red),0.010805207,0.001892628,0.3655,0.021142375,0.498,0.095334499,0.747051409,0.09550052,0.08025,0.011842719,5.104,2.706647003
SUPR541C_PostISO,#1 (Mono - Tx Red),0.008188664,0.000446574,0.255727273,0.017326805,0.333090909,0.025610367,0.769204365,0.040743478,0.084636364,0.019556445,5.388727273,3.161737057
SUPR541C_PostISO,#2 (Mono - Tx Red),0.006724747,0.000374342,0.257666667,0.023925389,0.351083333,0.030967603,0.736119224,0.063630464,0.083333333,0.017752507,5.393333333,2.639066031
SUPR541C_PostISO,#3 (Mono - Tx Red),0.008845895,0.000516512,0.278071429,0.013730731,0.414642857,0.068141941,0.686684802,0.110396597,0.088642857,0.019444624,4.572071429,2.802764747
SUPR541C_PostISO,#4 (Mono - Tx Red),0.012190012,0.000628603,0.263533333,0.070232132,0.3676,0.070810411,0.708492744,0.069016322,0.138066667,0.064887228,4.228533333,2.39898624
SUPR541C_PostISO,#5 (Mono - Tx Red),0.006119779,0.000455307,0.214769231,0.032769788,0.334846154,0.037636078,0.645245697,0.099102678,0.077769231,0.023123415,5.013,2.38362095
SUPR541C_PostISO,#6 (Mono - Tx Red),0.010079166,0.000554236,0.2482,0.027404901,0.3368,0.03791758,0.738517403,0.051982562,0.088066667,0.019684899,4.6888,2.666838931
SUPR541C_PostISO,#7 (Mono - Tx Red),0.015479177,0.000925909,0.292818182,0.039992045,0.371,0.052048055,0.790512751,0.042852523,0.112727273,0.034085454,5.037454545,2.581257188
SUPR541C_PostISO,#8 (Mono - Tx Red),0.010217622,0.000226386,0.285,0.007071068,0.5,0,0.57,0.014142136,0.08,0.014142136,4.338,2.129805625
SUPR541C_PostISO,#9 (Mono - Tx Red),0.013923307,0.002222637,0.323909091,0.026296215,0.417545455,0.04444854,0.778090719,0.028342556,0.170090909,0.033587065,3.790181818,2.168509664
SUPR541C_PostISO,#10 (Mono - Tx Red),0.009766852,0.000637674,0.278714286,0.021868656,0.360142857,0.054712669,0.781779812,0.069773444,0.108571429,0.026095064,5.348285714,3.741266796
SUPR541C_PostISO001,#1 (Mono - Tx Red),0.012761462,0.000784542,0.26275,0.025860892,0.3415,0.049919936,0.776366446,0.068176568,0.1,0.022038927,5.132625,3.024095045
SUPR541C_PostISO001,#2 (Mono - Tx Red),0.003227037,0.00046721,0.1375,0.041932485,0.1975,0.029860788,0.698299758,0.182847122,0.0825,0.009574271,4.24575,3.402926718
SUPR541C_PostISO001,#3 (Mono - Tx Red),0.006791739,0.00044902,0.239181818,0.038901975,0.341,0.05680669,0.703555393,0.079611381,0.092727273,0.024936282,4.971818182,2.633061823
SUPR541C_PostISO001,#4 (Mono - Tx Red),0.008165145,0.000530534,0.261333333,0.013901439,0.340222222,0.027480801,0.770887831,0.051295126,0.096666667,0.021213203,4.268777778,2.536025226
SUPR541C_PostISO001,#5 (Mono - Tx Red),0.007731072,0.000458983,0.251625,0.021050534,0.330375,0.044242635,0.769404434,0.082501124,0.08625,0.02445842,4.712375,2.426018604
SUPR541C_PostISO001,#6 (Mono - Tx Red),0.009463868,0.000586791,0.2162,0.005674504,0.2582,0.008729261,0.837561169,0.012711615,0.076,0.008944272,4.2592,2.38965169
SUPR541C_PostISO001,#7 (Mono - Tx Red),0.009253959,0.00044805,0.272166667,0.022157768,0.760833333,0.047456998,0.358526941,0.032460424,0.088333333,0.026394444,4.663666667,2.859221689
SUPR541C_PostISO001,#8 (Mono - Tx Red),0.01023077,0.000857561,0.256142857,0.015910464,0.324714286,0.034076944,0.795112369,0.083365483,0.094428571,0.017047553,4.286285714,2.34923333
SUPR541C_PostISO001,#9 (Mono - Tx Red),0.008626798,0.000544294,0.238714286,0.023977172,0.298714286,0.016879122,0.799169031,0.065385943,0.087142857,0.017043362,5.578428571,2.173099925
SUPR541C_PostISO001,#10 (Mono - Tx Red),0.014469993,0.000657126,0.2573,0.022085943,0.3383,0.029465799,0.762726868,0.059017586,0.094,0.019550504,4.4064,2.86325511
SUPR541C_PostISO002,#1 (Mono - Tx Red),0.012225716,0.000339346,0.2542,0.005761944,0.7506,0.033916073,0.33911826,0.014715974,0.102,0.013038405,4.2612,3.494393681
SUPR541C_PostISO002,#2 (Mono - Tx Red),0.00870702,,0.23,,0.49,,0.469387755,,0.08,,2.982,
SUPR541C_PostISO002,#3 (Mono - Tx Red),0.007532622,0.000741939,0.216545455,0.020568732,0.277454545,0.022827017,0.781166397,0.052291087,0.088363636,0.024884826,4.822727273,2.957537053
SUPR541C_PostISO002,#4 (Mono - Tx Red),0.004344218,,0.611,,0.681,,0.897209985,,0.08,,7.446,
SUPR541C_PostISO002,#5 (Mono - Tx Red),0.012448621,0.00470121,0.364,0.187962762,0.6924,0.018928814,0.521336329,0.252437015,0.118,0.016431677,3.3826,2.414293541
SUPR541C_PostISO002,#6 (Mono - Tx Red),0.007003972,0.000552825,0.220272727,0.032805764,0.296636364,0.048164868,0.746825926,0.066029039,0.100181818,0.037711585,4.211363636,3.162299647
SUPR541C_PostISO002,#7 (Mono - Tx Red),0.008187188,0.002098053,0.260333333,0.054076489,0.350333333,0.07025857,0.751259763,0.110029485,0.11,0.020976177,5.731,3.288521796
SUPR541C_PostISO002,#8 (Mono - Tx Red),0.00784182,0.000783391,0.213875,0.027776853,0.275125,0.04496169,0.782753367,0.067215007,0.0825,0.017525492,4.741,2.969786139
SUPR541C_PostISO002,#9 (Mono - Tx Red),0.007940173,0.000459639,0.269125,0.027920487,0.90325,0.025132506,0.297462184,0.023068987,0.126375,0.026981144,5.61675,2.81562202
SUPR541C_PostISO002,#10 (Mono - Tx Red),0.007239896,0.001392972,0.240142857,0.0334187,0.304428571,0.046768426,0.793359543,0.074615442,0.104428571,0.035785738,4.559142857,3.018023439
